objectid,parentid,title,creator,date,date-is-approximate?,entry_date,external_resources,address,description,space_syntax,subject,building_type,conservation_state,bibliography,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
sbg086geo,sbg086,Morphological Clusters,Moritz Twente,,,2024-09,,,"This map shows morphological clusters in 1km<sup>2</sup> around Max Vogt's building. Each colour represents one cluster. The map was created with the urban morphology measurement toolkit <a href='https://docs.momepy.org/en/stable/index.html' target='_blank'>momepy</a>. Open the layer settings menu to show historical satellite imagery, railway tracks and other information on the map.",,Morphology,,,,,,,<a href='https://mtwente.github.io/maxvogt-analysis/' target='_blank'>maxvogt-analysis</a>,<a href='https://github.com/mtwente/maxvogt-analysis/blob/main/data/raw/Sihlbrugg.geojson' target='_blank'>Sihlbrugg.geojson</a>,<a href='http://purl.org/dc/dcmitype/Dataset' target='_blank'>Dataset</a>,application/geo+json,,"CC BY-SA 4.0, Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,geodata,https://raw.githubusercontent.com/mtwente/maxvogt-analysis/refs/heads/main/data/raw/Sihlbrugg.geojson,,,,
buet087,,Service Building,,1982,,,https://www.sbb.ch/en?nach=9606+Bütschwil+SG+Bahnhofstrasse+18.4|SBB Journey Planner;https://www.wikidata.org/wiki/Q128389907|Wikidata Item;https://commons.wikimedia.org/wiki/Category:Bütschwil_Service_Building|Wikimedia Commons Category;https://www.openstreetmap.org/way/398464376|OpenStreetMap Object;https://api.geo.admin.ch/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/191792556_0/extendedHtmlPopup|EGID,"Bahnhofstrasse 18.4, 9606 Bütschwil","flat roof, not connected to older building, vertical wall openings",,Vertical Wall Openings;Commercial Use,Rail Infrastructure,renewed,https://www.zotero.org/groups/5400359/sbb-max-vogt/tags/buet087/library|BUET087 on Zotero,Bütschwil SG,47.35988,9.07504,,,record,compound_object,eng,,,compound_object,https://upload.wikimedia.org/wikipedia/commons/0/0f/BUET087_Buetschwil_MaxVogt_20240803_125925.jpg,https://commons.wikimedia.org/w/thumb.php?f=BUET087_Buetschwil_MaxVogt_20240803_125925.jpg&w=800,https://commons.wikimedia.org/w/thumb.php?f=BUET087_Buetschwil_MaxVogt_20240803_125925.jpg&w=400,,
buet087geo,buet087,Morphological Clusters,Moritz Twente,,,2024-09,,,"This map shows morphological clusters in 1km<sup>2</sup> around Max Vogt's building. Each colour represents one cluster. The map was created with the urban morphology measurement toolkit <a href='https://docs.momepy.org/en/stable/index.html' target='_blank'>momepy</a>. Open the layer settings menu to show historical satellite imagery, railway tracks and other information on the map.",,Morphology,,,,,,,<a href='https://mtwente.github.io/maxvogt-analysis/' target='_blank'>maxvogt-analysis</a>,<a href='https://github.com/mtwente/maxvogt-analysis/blob/main/data/raw/Bütschwil.geojson' target='_blank'>Bütschwil.geojson</a>,<a href='http://purl.org/dc/dcmitype/Dataset' target='_blank'>Dataset</a>,application/geo+json,,"CC BY-SA 4.0, Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,geodata,https://raw.githubusercontent.com/mtwente/maxvogt-analysis/refs/heads/main/data/raw/Bütschwil.geojson,,,,
wz088,,Railway Supervision Service Building,,1982,,,https://www.sbb.ch/en?nach=8620+Wetzikon+Guyer-Zeller-Strasse+14|SBB Journey Planner;https://www.wikidata.org/wiki/Q128515175|Wikidata Item;https://www.openstreetmap.org/way/97947160|OpenStreetMap Object;https://api.geo.admin.ch/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/50974_0/extendedHtmlPopup|EGID (1);https://api.geo.admin.ch/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/210273378_0/extendedHtmlPopup|EGID (2),"Guyer-Zeller-Strasse 14, 8620 Wetzikon","building height, two cubatures combined",,Façade Cladding?;Relative Position;Commercial Use,Rail Infrastructure,preserved,https://www.zotero.org/groups/5400359/sbb-max-vogt/tags/wz088/library|WZ088 on Zotero,Wetzikon,47.31732,8.79216,,,record,compound_object,eng,,,compound_object,https://upload.wikimedia.org/wikipedia/commons/8/80/WZ088_Wetzikon_MaxVogt_20240504_171847.jpg,https://commons.wikimedia.org/w/thumb.php?f=WZ088_Wetzikon_MaxVogt_20240504_171847.jpg&w=800,https://commons.wikimedia.org/w/thumb.php?f=WZ088_Wetzikon_MaxVogt_20240504_171847.jpg&w=400,,
wz088geo,wz088,Morphological Clusters,Moritz Twente,,,2024-09,,,"This map shows morphological clusters in 1km<sup>2</sup> around Max Vogt's building. Each colour represents one cluster. The map was created with the urban morphology measurement toolkit <a href='https://docs.momepy.org/en/stable/index.html' target='_blank'>momepy</a>. Open the layer settings menu to show historical satellite imagery, railway tracks and other information on the map.",,Morphology,,,,,,,<a href='https://mtwente.github.io/maxvogt-analysis/' target='_blank'>maxvogt-analysis</a>,<a href='https://github.com/mtwente/maxvogt-analysis/blob/main/data/raw/Wetzikon.geojson' target='_blank'>Wetzikon.geojson</a>,<a href='http://purl.org/dc/dcmitype/Dataset' target='_blank'>Dataset</a>,application/geo+json,,"CC BY-SA 4.0, Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,geodata,https://raw.githubusercontent.com/mtwente/maxvogt-analysis/refs/heads/main/data/raw/Wetzikon.geojson,,,,
zb089,,Substation Building,,1982,,,https://www.sbb.ch/en?nach=8866+Ziegelbrücke+Ziegelbrückstrasse+123.6|SBB Journey Planner;https://www.wikidata.org/wiki/Q127428834|Wikidata Item;https://commons.wikimedia.org/wiki/Category:Ziegelbrücke_Substation|Wikimedia Commons Category;https://www.openstreetmap.org/way/197686986|OpenStreetMap Object;https://api.geo.admin.ch/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/504106608_0/extendedHtmlPopup|EGID,"Ziegelbrückstrasse 123.6, 8866 Ziegelbrücke","vertical wall opening, relative positioning, topography",,Roof Shape;Vertical Wall Openings,Rail Infrastructure,preserved,https://www.zotero.org/groups/5400359/sbb-max-vogt/tags/zb089/library|ZB089 on Zotero,Ziegelbrücke,47.13352,9.06498,,,record,compound_object,eng,,,compound_object,https://upload.wikimedia.org/wikipedia/commons/7/74/ZB098_Ziegelbruecke_MaxVogt_20240714_162019.jpg,https://commons.wikimedia.org/w/thumb.php?f=ZB098_Ziegelbruecke_MaxVogt_20240714_162019.jpg&w=800,https://commons.wikimedia.org/w/thumb.php?f=ZB098_Ziegelbruecke_MaxVogt_20240714_162019.jpg&w=400,,
zb089geo,zb089,Morphological Clusters,Moritz Twente,,,2024-09,,,"This map shows morphological clusters in 1km<sup>2</sup> around Max Vogt's building. Each colour represents one cluster. The map was created with the urban morphology measurement toolkit <a href='https://docs.momepy.org/en/stable/index.html' target='_blank'>momepy</a>. Open the layer settings menu to show historical satellite imagery, railway tracks and other information on the map.",,Morphology,,,,,,,<a href='https://mtwente.github.io/maxvogt-analysis/' target='_blank'>maxvogt-analysis</a>,<a href='https://github.com/mtwente/maxvogt-analysis/blob/main/data/raw/Ziegelbrücke.geojson' target='_blank'>Ziegelbrücke.geojson</a>,<a href='http://purl.org/dc/dcmitype/Dataset' target='_blank'>Dataset</a>,application/geo+json,,"CC BY-SA 4.0, Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,geodata,https://raw.githubusercontent.com/mtwente/maxvogt-analysis/refs/heads/main/data/raw/Ziegelbrücke.geojson,,,,
fla090,,Station Building,,1983,,,https://www.sbb.ch/en?nach=9320+Flawil+Bahnhofplatz+4|SBB Journey Planner;,"Bahnhofplatz 4–6, 9230 Flawil","unclear, which part(s) of building to include",,Annex;Building Height;Station Square,Passenger Facility,renewed,https://www.zotero.org/groups/5400359/sbb-max-vogt/tags/fla090/library|FLA090 on Zotero,Flawil,47.41531,9.18943,,,record,compound_object,eng,,,compound_object,https://upload.wikimedia.org/wikipedia/commons/b/b3/FLA090_Flawil_MaxVogt_20240713_194523.jpg,https://commons.wikimedia.org/w/thumb.php?f=FLA090_Flawil_MaxVogt_20240713_194523.jpg&w=800,https://commons.wikimedia.org/w/thumb.php?f=FLA090_Flawil_MaxVogt_20240713_194523.jpg&w=400,,
fla090geo,fla090,Morphological Clusters,Moritz Twente,,,2024-09,,,"This map shows morphological clusters in 1km<sup>2</sup> around Max Vogt's building. Each colour represents one cluster. The map was created with the urban morphology measurement toolkit <a href='https://docs.momepy.org/en/stable/index.html' target='_blank'>momepy</a>. Open the layer settings menu to show historical satellite imagery, railway tracks and other information on the map.",,Morphology,,,,,,,<a href='https://mtwente.github.io/maxvogt-analysis/' target='_blank'>maxvogt-analysis</a>,<a href='https://github.com/mtwente/maxvogt-analysis/blob/main/data/raw/Flawil.geojson' target='_blank'>Flawil.geojson</a>,<a href='http://purl.org/dc/dcmitype/Dataset' target='_blank'>Dataset</a>,application/geo+json,,"CC BY-SA 4.0, Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,geodata,https://raw.githubusercontent.com/mtwente/maxvogt-analysis/refs/heads/main/data/raw/Flawil.geojson,,,,
ruem091,,Station Building,,1983,,,https://www.sbb.ch/en?nach=8153+Rümlang+Bahnhofplatz+8|SBB Journey Planner;https://www.wikidata.org/wiki/Q127265832|Wikidata Item;https://commons.wikimedia.org/wiki/Category:R%C3%BCmlang_railway_station|Wikimedia Commons Category;https://www.openstreetmap.org/relation/17867027|OpenStreetMap Object;https://api.geo.admin.ch/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/2273288_0/extendedHtmlPopup|EGID (Station Building);https://api.geo.admin.ch/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/2273294_0/extendedHtmlPopup|EGID (Retail Building);https://api.geo.admin.ch/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/210274244_0/extendedHtmlPopup|EGID (WC);,"Bahnhofplatz 8–10, 8153 Rümlang","station square, hole in roof, flat, parallelism, height accent",,Roof Shape;Station Square;Parallelism;Commercial Use,Passenger Facility,preserved,https://www.zotero.org/groups/5400359/sbb-max-vogt/tags/ruem091/library|RUEM091 on Zotero,Rümlang,47.45403,8.53272,,,record,compound_object,eng,,,compound_object,https://upload.wikimedia.org/wikipedia/commons/4/49/RUEM091_Ruemlang_MaxVogt_20240509_200247.jpg,https://commons.wikimedia.org/w/thumb.php?f=RUEM091_Ruemlang_MaxVogt_20240509_200247.jpg&w=800,https://commons.wikimedia.org/w/thumb.php?f=RUEM091_Ruemlang_MaxVogt_20240509_200247.jpg&w=400,,
ruem091geo,ruem091,Morphological Clusters,Moritz Twente,,,2024-09,,,"This map shows morphological clusters in 1km<sup>2</sup> around Max Vogt's building. Each colour represents one cluster. The map was created with the urban morphology measurement toolkit <a href='https://docs.momepy.org/en/stable/index.html' target='_blank'>momepy</a>. Open the layer settings menu to show historical satellite imagery, railway tracks and other information on the map.",,Morphology,,,,,,,<a href='https://mtwente.github.io/maxvogt-analysis/' target='_blank'>maxvogt-analysis</a>,<a href='https://github.com/mtwente/maxvogt-analysis/blob/main/data/raw/Rümlang.geojson' target='_blank'>Rümlang.geojson</a>,<a href='http://purl.org/dc/dcmitype/Dataset' target='_blank'>Dataset</a>,application/geo+json,,"CC BY-SA 4.0, Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,geodata,https://raw.githubusercontent.com/mtwente/maxvogt-analysis/refs/heads/main/data/raw/Rümlang.geojson,,,,
sa092,,Signal Box Service Building,,1983,,,https://www.sbb.ch/en?nach=7320+Sargans+Bahnhofplatz|SBB Journey Planner;https://www.wikidata.org/wiki/Q127771031|Wikidata Item;https://commons.wikimedia.org/wiki/Category:Sargans_Signal_Box_Service_Building|Wikimedia Commons Category;https://www.openstreetmap.org/way/1304239562|OpenStreetMap Object,"Bahnhofplatz, 7320 Sargans",,,Roof Shape;Building Height;Colours;Positioning;Vertical Wall Openings,Rail Infrastructure,preserved,https://www.zotero.org/groups/5400359/sbb-max-vogt/tags/sa092/library|SA092 on Zotero,Sargans,47.04489,9.44615,,,record,compound_object,eng,,,compound_object,https://live.staticflickr.com/65535/51897694433_bc19a8ba8c_o.jpg,https://live.staticflickr.com/65535/51897694433_688307cca5_c.jpg,https://live.staticflickr.com/65535/51897694433_688307cca5_w.jpg,,
sa092001,sa092,Sargans SBB - Panorama Signalbox (Intro),<a href='https://www.flickr.com/people/kecko/' target='_blank'>Kecko</a>,,,2019-07-19,,,,,,,,,,,,<a href='https://www.flickr.com/photos/kecko/albums/72157710062174056/' target='_blank'>Flickr Album 'SBB Panorama-Stellwerk (Signalbox) Sargans'</a>,<a href='https://www.flickr.com/photos/kecko/48443480431/' target='_blank'>kecko/48443480431</a>,Image;StillImage,image/jpeg,eng,"CC-BY 2.0. Generic, kecko",https://creativecommons.org/licenses/by/2.0/,image,https://live.staticflickr.com/65535/48443480431_0e904ab010_o.jpg,https://live.staticflickr.com/65535/48443480431_64ab788565_c.jpg,https://live.staticflickr.com/65535/48443480431_64ab788565_w.jpg,,
sa092002,sa092,Sargans Station SBB,<a href='https://www.flickr.com/people/kecko/' target='_blank'>Kecko</a>,,,2022-02-19,,,,,,,,,,,,<a href='https://www.flickr.com/photos/kecko/albums/72157710062174056/' target='_blank'>Flickr Album 'SBB Panorama-Stellwerk (Signalbox) Sargans'</a>,<a href='https://www.flickr.com/photos/kecko/51897694433/' target='_blank'>kecko/51897694433</a>,Image;StillImage,image/jpeg,eng,"CC-BY 2.0. Generic, kecko",https://creativecommons.org/licenses/by/2.0/,image,https://live.staticflickr.com/65535/51897694433_bc19a8ba8c_o.jpg,https://live.staticflickr.com/65535/51897694433_688307cca5_c.jpg,https://live.staticflickr.com/65535/51897694433_688307cca5_w.jpg,,
sa092003,sa092,Sargans SBB - Panorama Signalbox,<a href='https://www.flickr.com/people/kecko/' target='_blank'>Kecko</a>,,,2019-07-19,,,,,,,,,,,,<a href='https://www.flickr.com/photos/kecko/albums/72157710062174056/' target='_blank'>Flickr Album 'SBB Panorama-Stellwerk (Signalbox) Sargans'</a>,<a href='https://www.flickr.com/photos/kecko/48443629877/' target='_blank'>kecko/48443629877</a>,Image;StillImage,image/jpeg,eng,"CC-BY 2.0. Generic, kecko",https://creativecommons.org/licenses/by/2.0/,image,https://live.staticflickr.com/65535/48443629877_5aca3a5d10_o.jpg,https://live.staticflickr.com/65535/48443629877_476bf2b651_c.jpg,https://live.staticflickr.com/65535/48443629877_476bf2b651_w.jpg,,
sa092geo,sa092,Morphological Clusters,Moritz Twente,,,2024-09,,,"This map shows morphological clusters in 1km<sup>2</sup> around Max Vogt's building. Each colour represents one cluster. The map was created with the urban morphology measurement toolkit <a href='https://docs.momepy.org/en/stable/index.html' target='_blank'>momepy</a>. Open the layer settings menu to show historical satellite imagery, railway tracks and other information on the map.",,Morphology,,,,,,,<a href='https://mtwente.github.io/maxvogt-analysis/' target='_blank'>maxvogt-analysis</a>,<a href='https://github.com/mtwente/maxvogt-analysis/blob/main/data/raw/Sargans.geojson' target='_blank'>Sargans.geojson</a>,<a href='http://purl.org/dc/dcmitype/Dataset' target='_blank'>Dataset</a>,application/geo+json,,"CC BY-SA 4.0, Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,geodata,https://raw.githubusercontent.com/mtwente/maxvogt-analysis/refs/heads/main/data/raw/Sargans.geojson,,,,
ogl093,,Station Building,,1984,,,https://www.sbb.ch/en?nach=8154+Oberglatt+ZH+Kaiserstuhlstrasse+25|SBB Journey Planner;https://www.wikidata.org/wiki/Q127225366|Wikidata Item;https://www.openstreetmap.org/way/117950954|OpenStreetMap Object (Building Part);https://api.geo.admin.ch/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/201005391_0/extendedHtmlPopup|EGID (Building Part);,"Kaiserstuhlstrasse 25, 8154 Oberglatt ZH","Station square, hole in roof, set-backs",,Vertical Wall Opening;Cubature;Station Square,Passenger Facility,renewed,https://www.zotero.org/groups/5400359/sbb-max-vogt/tags/ogl093/library|OGL093 on Zotero,Oberglatt,47.47039,8.51056,,,record,compound_object,eng,,,compound_object,https://upload.wikimedia.org/wikipedia/commons/a/ae/OGL093_Oberglatt_MaxVogt_20240509_201505.jpg,https://commons.wikimedia.org/w/thumb.php?f=OGL093_Oberglatt_MaxVogt_20240509_201505.jpg&w=800,https://commons.wikimedia.org/w/thumb.php?f=OGL093_Oberglatt_MaxVogt_20240509_201505.jpg&w=400,,
ogl093geo,ogl093,Morphological Clusters,Moritz Twente,,,2024-09,,,"This map shows morphological clusters in 1km<sup>2</sup> around Max Vogt's building. Each colour represents one cluster. The map was created with the urban morphology measurement toolkit <a href='https://docs.momepy.org/en/stable/index.html' target='_blank'>momepy</a>. Open the layer settings menu to show historical satellite imagery, railway tracks and other information on the map.",,Morphology,,,,,,,<a href='https://mtwente.github.io/maxvogt-analysis/' target='_blank'>maxvogt-analysis</a>,<a href='https://github.com/mtwente/maxvogt-analysis/blob/main/data/raw/Oberglatt.geojson' target='_blank'>Oberglatt.geojson</a>,<a href='http://purl.org/dc/dcmitype/Dataset' target='_blank'>Dataset</a>,application/geo+json,,"CC BY-SA 4.0, Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,geodata,https://raw.githubusercontent.com/mtwente/maxvogt-analysis/refs/heads/main/data/raw/Oberglatt.geojson,,,,
ust094,,Railway Goods Shed/Apartment Building,,1984,,,https://www.sbb.ch/en?nach=8610+Uster+Industriestrasse+3|SBB Journey Planner;https://www.wikidata.org/wiki/Q127255995|Wikidata Item;https://commons.wikimedia.org/wiki/Category:Uster_Railway_Goods_Shed/Apartment_Building|Wikimedia Commons Category;https://www.openstreetmap.org/way/110945584|OpenStreetMap Object;https://api.geo.admin.ch/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/99764_0/extendedHtmlPopup|EGID,"Industriestrasse 3–5, 8610 Uster","Courtyard situation, joined cubatures, skillion roof added later, brick usage",,Roof Shape;Façade;Courtyard;Commercial Use,Rail Infrastructure,renewed,https://www.zotero.org/groups/5400359/sbb-max-vogt/tags/ust094/library|UST094 on Zotero,Uster,47.3513,8.71783,,,record,compound_object,eng,,,compound_object,https://upload.wikimedia.org/wikipedia/commons/6/69/UST094_Uster_MaxVogt_20240615_204905.jpg,https://commons.wikimedia.org/w/thumb.php?f=UST094_Uster_MaxVogt_20240615_204905.jpg&w=800,https://commons.wikimedia.org/w/thumb.php?f=UST094_Uster_MaxVogt_20240615_204905.jpg&w=400,,
ust094geo,ust094,Morphological Clusters,Moritz Twente,,,2024-09,,,"This map shows morphological clusters in 1km<sup>2</sup> around Max Vogt's building. Each colour represents one cluster. The map was created with the urban morphology measurement toolkit <a href='https://docs.momepy.org/en/stable/index.html' target='_blank'>momepy</a>. Open the layer settings menu to show historical satellite imagery, railway tracks and other information on the map.",,Morphology,,,,,,,<a href='https://mtwente.github.io/maxvogt-analysis/' target='_blank'>maxvogt-analysis</a>,<a href='https://github.com/mtwente/maxvogt-analysis/blob/main/data/raw/Uster.geojson' target='_blank'>Uster.geojson</a>,<a href='http://purl.org/dc/dcmitype/Dataset' target='_blank'>Dataset</a>,application/geo+json,,"CC BY-SA 4.0, Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,geodata,https://raw.githubusercontent.com/mtwente/maxvogt-analysis/refs/heads/main/data/raw/Uster.geojson,,,,
wz095,,Railway Goods Shed,,1984,,,https://www.sbb.ch/en?nach=8620+Wetzikon+Rapperswilerstrasse+18|SBB Journey Planner;https://www.wikidata.org/wiki/Q126553276|Wikidata Item;https://www.openstreetmap.org/way/98867379|OpenStreetMap Object;https://api.geo.admin.ch/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/210274115_0/extendedHtmlPopup|EGID,"Rapperswilerstrasse 18, 8620 Wetzikon","typical railway goods shed, NB: lots of video and pdf material about this station",,Roof Shape;Colours;Parallelism,Cargo Facility,preserved,https://www.zotero.org/groups/5400359/sbb-max-vogt/tags/wz095/library|WZ095 on Zotero,Wetzikon,47.3167,8.7939,,,record,compound_object,eng,,,compound_object,https://upload.wikimedia.org/wikipedia/commons/f/f7/WZ095_Wetzikon_MaxVogt_20240504_171731.jpg,https://commons.wikimedia.org/w/thumb.php?f=WZ095_Wetzikon_MaxVogt_20240504_171731.jpg&w=800,https://commons.wikimedia.org/w/thumb.php?f=WZ095_Wetzikon_MaxVogt_20240504_171731.jpg&w=400,,
wz095geo,wz095,Morphological Clusters,Moritz Twente,,,2024-09,,,"This map shows morphological clusters in 1km<sup>2</sup> around Max Vogt's building. Each colour represents one cluster. The map was created with the urban morphology measurement toolkit <a href='https://docs.momepy.org/en/stable/index.html' target='_blank'>momepy</a>. Open the layer settings menu to show historical satellite imagery, railway tracks and other information on the map.",,Morphology,,,,,,,<a href='https://mtwente.github.io/maxvogt-analysis/' target='_blank'>maxvogt-analysis</a>,<a href='https://github.com/mtwente/maxvogt-analysis/blob/main/data/raw/Wetzikon.geojson' target='_blank'>Wetzikon.geojson</a>,<a href='http://purl.org/dc/dcmitype/Dataset' target='_blank'>Dataset</a>,application/geo+json,,"CC BY-SA 4.0, Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,geodata,https://raw.githubusercontent.com/mtwente/maxvogt-analysis/refs/heads/main/data/raw/Wetzikon.geojson,,,,
scwe096,,Station Building,,1985,yes,,https://www.sbb.ch/en?nach=8603+Schwerzenbach+Bahnstrasse+7|SBB Journey Planner;https://www.wikidata.org/wiki/Q127266609|Wikidata Item;https://commons.wikimedia.org/wiki/Category:Schwerzenbach_ZH_Station_Building|Wikimedia Commons Category;https://www.openstreetmap.org/way/10998091|OpenStreetMap Object (Building);https://www.openstreetmap.org/relation/9939027]OpenStreetMap Object (Roof);https://api.geo.admin.ch/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/99065_0/extendedHtmlPopup|EGID,"Bahnstrasse 7, 8603 Schwerzenbach","station building with inner private garden, intricate shapes, concrete cubatures; reverse wall ornaments",,Building Height;Apartments;Colours;Station Square,Passenger Facility,preserved,https://www.zotero.org/groups/5400359/sbb-max-vogt/tags/scwe096/library|SCWE096 on Zotero,Schwerzenbach ZH,47.38441,8.65873,,,record,compound_object,eng,,,compound_object,https://upload.wikimedia.org/wikipedia/commons/d/df/SCWE096_Schwerzenbach_MaxVogt_20240801_181501.jpg,https://commons.wikimedia.org/w/thumb.php?f=SCWE096_Schwerzenbach_MaxVogt_20240801_181501.jpg&w=800,https://commons.wikimedia.org/w/thumb.php?f=SCWE096_Schwerzenbach_MaxVogt_20240801_181501.jpg&w=400,,
scwe096geo,scwe096,Morphological Clusters,Moritz Twente,,,2024-09,,,"This map shows morphological clusters in 1km<sup>2</sup> around Max Vogt's building. Each colour represents one cluster. The map was created with the urban morphology measurement toolkit <a href='https://docs.momepy.org/en/stable/index.html' target='_blank'>momepy</a>. Open the layer settings menu to show historical satellite imagery, railway tracks and other information on the map.",,Morphology,,,,,,,<a href='https://mtwente.github.io/maxvogt-analysis/' target='_blank'>maxvogt-analysis</a>,<a href='https://github.com/mtwente/maxvogt-analysis/blob/main/data/raw/Schwerzenbach.geojson' target='_blank'>Schwerzenbach.geojson</a>,<a href='http://purl.org/dc/dcmitype/Dataset' target='_blank'>Dataset</a>,application/geo+json,,"CC BY-SA 4.0, Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,geodata,https://raw.githubusercontent.com/mtwente/maxvogt-analysis/refs/heads/main/data/raw/Schwerzenbach.geojson,,,,
urd097,,Auxiliary Building,,1989,,,https://www.sbb.ch/en?nach=8902+Urdorf+Stationsstrasse+48.4|SBB Journey Planner;https://www.wikidata.org/wiki/Q126365197|Wikidata Item;https://commons.wikimedia.org/wiki/Category:Urdorf_Service_Building|Wikimedia Commons Category;https://www.openstreetmap.org/way/723528924|OpenStreetMap Object (Building);https://api.geo.admin.ch/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/210288994_0/extendedHtmlPopup|EGID,"Stationsstrasse 48.4, 8902 Urdorf","next to older station building, commercial use, to do: check relation to flat platform roof",,Annex;Parallelism,Passenger Facility;Rail Infrastructure,renewed,https://www.zotero.org/groups/5400359/sbb-max-vogt/tags/urd097/library|URD097 on Zotero,Urdorf,47.39077,8.4345,,,record,compound_object,eng,,,compound_object,https://upload.wikimedia.org/wikipedia/commons/2/27/URD097_Urdorf_MaxVogt_20240520_152915.jpg,https://commons.wikimedia.org/w/thumb.php?f=URD097_Urdorf_MaxVogt_20240520_152915.jpg&w=800,https://commons.wikimedia.org/w/thumb.php?f=URD097_Urdorf_MaxVogt_20240520_152915.jpg&w=400,,
urd097geo,urd097,Morphological Clusters,Moritz Twente,,,2024-09,,,"This map shows morphological clusters in 1km<sup>2</sup> around Max Vogt's building. Each colour represents one cluster. The map was created with the urban morphology measurement toolkit <a href='https://docs.momepy.org/en/stable/index.html' target='_blank'>momepy</a>. Open the layer settings menu to show historical satellite imagery, railway tracks and other information on the map.",,Morphology,,,,,,,<a href='https://mtwente.github.io/maxvogt-analysis/' target='_blank'>maxvogt-analysis</a>,<a href='https://github.com/mtwente/maxvogt-analysis/blob/main/data/raw/Urdorf.geojson' target='_blank'>Urdorf.geojson</a>,<a href='http://purl.org/dc/dcmitype/Dataset' target='_blank'>Dataset</a>,application/geo+json,,"CC BY-SA 4.0, Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,geodata,https://raw.githubusercontent.com/mtwente/maxvogt-analysis/refs/heads/main/data/raw/Urdorf.geojson,,,,
hi098,,Fountain,,1960,,,https://www.sbb.ch/en?nach=8340+Hinwil+Gstaldenstrasse+20|SBB Journey Planner;https://www.wikidata.org/wiki/Q124728221|Wikidata Item;https://commons.wikimedia.org/wiki/Category:Hinwil_Former_Station_Fountain|Wikimedia Commons Category;https://www.openstreetmap.org/way/1150137054|OpenStreetMap Object,"Gstaldenstrasse 20, 8340 Hinwil",The concrete fountain which today is located at the intersection of Zihlstrasse and Gstaldenstrasse in Hinwil was designed by Max Vogt as part of the Hinwil railway station. It has since been moved away from the railway station.,,Fountain;Relocation,Passenger Facility,preserved;moved,https://www.zotero.org/groups/5400359/sbb-max-vogt/tags/hi098/library|HI098 on Zotero,Hinwil,47.29865,8.84479,,,record,compound_object,eng,,,compound_object,https://upload.wikimedia.org/wikipedia/commons/d/d6/HI098_Hinwil_MaxVogt_20240302_180130.jpg,https://commons.wikimedia.org/w/thumb.php?f=HI098_Hinwil_MaxVogt_20240302_180130.jpg&w=800,https://commons.wikimedia.org/w/thumb.php?f=HI098_Hinwil_MaxVogt_20240302_180130.jpg&w=400,,
hi098001,hi098,Former Station Fountain,,,,,,,"The concrete fountain which today is located at the intersection of Zihlstrasse and Gstaldenstrasse in Hinwil was designed by Max Vogt as part of the Hinwil railway station. It has since been moved away from the railway station and placed here. The photo shows the fountain on the western side of the road, looking north into Gstaldenstrasse. The fountain is empty, presumably because water supply is turned off during winter",,Fountain;Relocation,,,,Feldbach,47.29865,8.84479,<a href='https://commons.wikimedia.org/wiki/Category:Hinwil_Former_Station_Fountain' target='_blank'>Hinwil Former Station Fountain Category at Wikimedia Commons</a>,,Image;StillImage,image/jpeg,eng,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,image,https://upload.wikimedia.org/wikipedia/commons/5/56/HI098_Hinwil_MaxVogt_20240302_180117.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/HI098_Hinwil_MaxVogt_20240302_180117.jpg/640px-HI098_Hinwil_MaxVogt_20240302_180117.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/HI098_Hinwil_MaxVogt_20240302_180117.jpg/320px-HI098_Hinwil_MaxVogt_20240302_180117.jpg,,
